ID	metabolite	A148_1	A138_1	A126_1	A137_1	A152_1	A145_1	A127_1	A162_1	A132_1	A141_1	A121_1	A164_1	A128_1	A124_1	A131_1	A151_1	A146_1	A142_1	A149_1	A134_1	A157_1	A159_1	A155_1	A161_1	A156_1	A139_1	A130_1	A167_1	A123_1	A147_1	A133_1	A129_1	A160_1	A125_1	A158_1	A163_1	A135_1	A165_1	A168_1	A122_1	A140_1	A150_1	A144_1	A136_1	A166_1	A143_1	A154_1	A153_1
id171	Octadecanol	482346.737	276118.511	386460.1	278910.095	193931.939	430704.731	265428.8	257176.516	61012.087	246773.217	61125.138	236737.586	229191.78	65218.123	19747.812	262922.291	444421.193	250367.333	22179.572	208572.346	239171.59	228621.936	499598.495	238613.467	64875.467	273651.813	59212.112	269025.428	311027.961	415072.08	253293.906	45174.366	252037.583	66578.703	225014.207	248517.409	232638.672	226613.813	285466.127	324037.148	233128.497	25008.653	261932.225	209799.384	241548.769	232888.857	25991.076	77074.814
id172	beta-Mannosylglycerate 1	172144.943	165268.606	120757.554	107918.786	133049.983	166830.521	267197.932	77940.585	82038.312	97844.208	3043.601	53784.935	NA	82379.007	NA	131104.82	172617.394	77505.631	19314.983	86509.18	27670.488	28761.057	92707.253	36422.088	19557.956	57491.747	14776.182	45943.847	162159.995	121471.447	122310.906	11072.169	60466.22	NA	25017.448	48745.695	99921.689	49562.753	44238.854	60308.395	63148.48	54844.877	83225.389	72182.752	49118.523	62700.877	14160.416	20748.158
id173	Fructose 2,6-biphosphate degr prod 2	111680.77	97448.244	148096.167	61311.202	98889.836	143742.896	218122.626	14562.945	85354.287	34811.039	29497.526	17769.936	158686.352	86319.963	17380.265	77686.908	150696.485	36144.043	13833.837	63269.037	22289.275	14241.293	56525.002	9157.746	15026.507	35171.496	23560.695	37310.274	158954.079	139161.899	36636.331	23335.614	17350.088	31508.078	NA	14392.99	39107.632	16709.572	30417.379	111752.988	54249.584	27376.798	18800.434	64017.225	13409.823	17161.659	8606.336	21821.751
id174	tryptophan 1	583139.448	NA	135313.269	307573.922	408557.56	NA	NA	268570.147	NA	NA	NA	NA	NA	NA	15120.128	300724.72	NA	NA	109996.825	NA	366359.765	857760.105	NA	NA	278624.436	NA	NA	2006766.52	284374.806	NA	NA	NA	NA	41437.009	NA	NA	NA	NA	2010262.06	NA	NA	350840.259	NA	NA	NA	NA	70246.099	107522.24
id175	linoleic acid	57426.189	411553.569	18827.567	229367.71	44658.244	82697.301	36361.031	166657.41	15195.934	194586.507	18088.038	115568.166	18223.968	12886.894	4827.869	28857.842	60314.416	120304.156	6632.015	218727.575	255258.615	147095.898	35681.442	117499.824	20786.73	124097.932	5259.817	102064.418	20442.075	56920.609	284936.742	6499.157	201414.425	4925.546	154415.613	88111.867	220182.926	113637.651	NA	NA	186573.837	14736.371	90313.485	346672.921	54372.562	111343.84	4053.733	12819.11
id176	oleic acid	NA	1199051.38	NA	614222.068	NA	NA	NA	379356.439	NA	486799.948	58728.648	260996.894	NA	NA	NA	NA	84795.704	323371.083	8211.528	585148.11	646520.699	398611.519	59647.488	320998.08	NA	279651.677	NA	218879.877	NA	NA	767158.157	NA	616546.654	10614.702	272275.968	162116.093	567173.668	241748.94	231707.967	50464.444	603489.171	17333.705	195517.351	935576.153	129691.038	333752.672	4096.967	37867.827
id177	linolenic acid	1850920.49	3824561.63	888359.769	93755.881	2130516.85	2785720.42	2382813.18	1543890.46	847533.182	1552753.14	1331682.11	1192700.14	1054882.22	634738.122	161144.901	951833.067	1861640.56	1204277.39	168055.78	2460168.36	3274315.81	1668035.3	1169540.37	1256646.88	1288623.15	1394117.39	196465.589	1199924.68	1373876.06	1897549.44	2717740.28	362531.801	2573867.93	195715.49	1220990.79	944281.694	2137842.23	1310258.64	1107829.24	920218.966	2154976.84	399887.831	828479.684	3281132.71	602444.871	1114788.93	106471.243	850759.302
id178	2-aminoethanethiol	293703.118	NA	272324.004	NA	233830.861	518436.772	1098261.03	NA	196260.813	NA	331066.138	NA	273965.684	389469.517	30145.431	280227.147	716489.992	NA	38707.24	NA	NA	NA	286248.405	NA	271569.713	NA	57099.215	NA	695402.103	1001295.89	NA	265747.338	NA	113025.819	NA	NA	NA	NA	NA	575807.157	NA	105318.934	NA	NA	NA	NA	16446.525	123774.308
id179	Elaidic acid	135819.621	136365.993	145576.039	137505.563	186855.849	137053.51	234362.127	127720.572	160756.805	124070.317	109870.245	114161.883	194283.682	163871.141	29384.916	281525.021	143065.957	123157.278	16859.199	103550.87	126239.734	109245.853	156108.244	120974.023	128036.834	126566.217	29363.809	132735.319	183960.436	145574.992	113655.436	69365.581	126093.693	37211.762	146701.027	113639.57	113945.619	110092.89	133401.472	128087.151	121894.029	NA	118405.009	110681.715	108683.548	118213.8	11093.08	111680.55
id180	stearic acid	6966067.64	9178140.12	6317001.53	8046860.88	7752956.09	7098188.92	10191362.9	6875623.93	9888074.55	6641904.05	9192905.56	6005492.58	7746762.56	10272360.3	4784301.95	11434020	6808782.09	6264524.37	5833997.66	6590547.22	7415103.81	5819450.39	7506338.21	5994012.85	9387385.55	6276606.21	5039497.22	6996458.84	3516365.38	6907281.21	6653118.81	5252367.21	6910674.51	6810519.87	6360997.19	5208936.38	6099299.5	5471015.02	7038248.73	5782349.14	6810153.83	3489955.05	5534996.08	7957725.27	4585771.16	5525267.06	458739.917	11034409.3
id181	Glucoheptonic acid 1	1947981.08	484445.415	1807408.74	407711.392	1669338.43	2430562.12	1860505.18	240963.817	1486200.88	276313.34	2072186.3	323225.742	1781127.2	2804591.5	1152668.58	2747939.27	2751619.21	263223.95	973459.089	485796.069	373450.38	257924.401	1362827.57	194887.795	1617948.28	273893.185	1535637.96	449939.817	1885552.87	2284737.5	317555.676	1696144.48	319081.215	1799433.39	194556.803	260489.272	366894.936	273810.223	374246.615	1417232.84	356283.849	932794.654	201467.807	432713.422	248677.761	173354.038	132114.719	2157183.2
id182	Phenyl beta-D-glucopyranoside	NA	NA	106950.312	20760.78	NA	NA	NA	5824.002	13756.24	NA	22449.332	13636.491	NA	NA	75057.029	NA	NA	NA	1194.742	26258.198	NA	NA	NA	NA	25910.074	NA	NA	NA	NA	NA	NA	25520.544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13362.209	NA	NA	NA	20552.761
id183	glucose-6-phosphate 1	94551.401	44526.08	186538.858	49207.626	49518.824	213319.821	28135.125	NA	76363.672	9307.309	184589.917	9566.141	59168.843	168621.18	57756.677	78348.018	220782.329	14878.251	NA	53437.933	7831.278	4923.238	67841.791	559.346	50282.588	32775.951	75425.396	18472.852	109281.706	214008.377	13119.957	81234.02	4140.682	86271.476	NA	NA	26254.884	6478.066	12578.074	123296.834	31360.505	36413.389	5219.047	48179.205	3297.283	6958.422	4756.92	82731.812
id184	Purine riboside	2397019.89	4297201.33	2274095.73	3393544.96	2219038.25	2687466.66	1315402.6	4513836.97	1743975.58	3489731.33	1477104.79	4656143.4	1777532.8	1758986.8	1821696.59	256665.998	2387654.41	2887426.21	1714712.54	3407152.7	4530622.25	3461199.93	2019998.1	2956507.12	1940281.54	3317324.27	1756121.5	5338810.75	2492669.36	2320868.36	3588606.38	1930275.55	5427209.79	2171242.7	4549014.15	4172049.47	3366844.7	4141451.13	5642142.41	1003511.29	2505273.36	3480582.4	2511331.08	2839364.34	4422482.64	2332616.99	249592.863	2162561.37
id185	6-phosphogluconic acid	8276.4	22494.032	5450.022	25826.336	40130.447	32506.93	25192.139	NA	32519.831	5748.087	59726.271	4335.45	57830.146	47998.244	36009.869	15018.437	42552.718	8369.114	40431.413	28196.983	3666.648	4438.914	4348.941	NA	22884.287	11167.223	38239.851	10327.651	83599.264	8522.25	9741.538	33737.708	5178.068	39399.522	NA	3591.916	13757.978	3488.897	4938.847	17432.422	17676.475	39329.761	4057.563	35028.308	4420.701	759.516	NA	26625.337
id186	cis-gondoic acid	NA	666133.754	NA	332783.137	NA	NA	NA	237351.048	NA	395474.069	NA	211303.253	NA	NA	NA	NA	NA	233624.443	NA	345387.848	395484.232	252864.145	NA	200129.5	NA	265894.968	NA	186721.436	NA	NA	346083.525	NA	420122.039	NA	335536.746	118828.021	251266.686	160888.593	154051.533	NA	376620.969	NA	134132.683	383049	97078.415	234706.385	NA	NA
id187	Arachidic acid	84998.861	388840.346	54137.584	298097.926	89196.72	NA	70919.255	NA	124908.868	NA	71698.09	NA	NA	NA	NA	NA	NA	NA	93859.837	NA	NA	NA	NA	NA	NA	NA	NA	NA	161881.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	155677.38	NA	NA	NA	NA	NA
id188	cytidine-monophosphate degr prod	46709.639	27003.068	48381.517	27161.921	98411.932	19832.542	NA	35155.709	59140.857	25844.623	76319.167	23425.558	45521.455	94986.571	24764.962	44211.975	10266.149	20444.987	132839.912	22563.501	38866.445	20956.291	36296.219	19345.921	61698.146	25924.07	27829.001	32779.934	44218.157	73016.461	30508.333	42862.001	34014.614	34624.513	12469.048	25682.742	21742.396	17793.553	31452.972	NA	21075.851	87309.464	NA	24388.364	20496.424	19927.75	22935.278	64227.604
id189	5-Methoxytryptamine 2	428205.937	NA	259178.418	16630.871	835817.465	635701.026	630233.487	NA	507404.001	9355.736	488971.595	37035.373	714179.694	765188.911	450428.388	946395.206	194086.385	9734.504	1067707.63	21845.449	13080.493	24623.984	2033484.82	NA	2902215.05	26979.58	430841.907	32686.566	253515.281	323708.678	NA	694004.455	17500.462	506291.853	NA	NA	NA	NA	NA	82991.479	47389.393	1019673.84	NA	NA	NA	NA	551410.671	1789020.6
id190	D-erythro-sphingosine 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
id191	uridine 1	NA	NA	3306.312	11509.204	NA	15703.756	NA	16396.499	NA	17806.85	NA	10363.696	4138.114	NA	NA	NA	15590.495	13907.871	NA	14627.096	19680.141	14215.091	7611.157	10325.075	31403.185	16524.674	NA	16427.16	NA	NA	NA	NA	19116.318	NA	NA	15451.635	NA	11017.692	NA	NA	11659.46	18437.539	NA	10906.988	13184.661	11782.785	NA	15445.061
id192	DL-dihydrosphingosine 1	690456.61	160402.742	NA	114923.35	173552.33	439070.365	1513187.81	NA	NA	131753.826	2122422.16	NA	1073976.14	NA	NA	NA	NA	NA	545384.673	NA	117472.248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
id193	Neohesperidin	42216.545	33860.975	NA	37502.245	NA	43589.801	47203.743	30330.583	72909.788	36442.612	181290.973	26741.543	NA	73940.934	51267.182	43726.339	55269.267	27450.571	42029.274	23570.53	28537.242	24913.333	41721.73	30778.309	64216.033	32946.525	53458.544	32280.687	NA	42530.171	24733.448	34083.51	27082.354	61461.096	7388.659	31454.063	24330.836	27078.648	33069.623	64741.189	38704.073	NA	32291.69	26902.354	24596.962	29176.301	3401.417	46207.635
id194	2-Monopalmitin	239906.45	50792.875	442085.409	53763.722	130258.148	178838.942	641865.824	59037.624	217384.887	71399.426	1507275.74	NA	113251.068	1138852.3	1325520.79	225175.594	347763.23	65739.606	485813.091	68690.479	65241.405	53404.958	194749.815	36835.27	344056.017	73696.319	1179831.02	41836.962	170680.525	248295.931	129321.679	1140213.19	85991.933	2220706.05	40710.579	38816.082	72118.986	NA	48037.065	649385.62	64941.569	394409.484	68471.376	86728.842	34925.173	50645.693	61912.179	429481.619
id195	arbutin	135.623	38561.67	0	109592.661	114346.22	1243.672	NA	74089.862	14704.232	128259.747	NA	189494.84	97105.299	NA	NA	NA	80683.912	141070.779	432.341	135807.621	130752.866	109452.237	83667.425	103414.378	36520.599	178045.767	107179.819	199948.372	NA	NA	NA	136229.521	124235.662	69294.335	19255.338	144119.275	57947.279	162605.684	202625.588	62262.451	162053.814	135841.818	106380.901	81486.934	193659.193	104394.784	83584.301	107207.946
id196	1-Monopalmitin	NA	52150.422	NA	29733.188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
id197	sucrose	230350.211	91832.697	90127.491	35459.226	454991.095	144222.833	136178.93	131325.032	526963.615	151009.32	437051.465	NA	237799.236	NA	NA	NA	39906.697	168995.753	62365.318	34617.229	NA	NA	96016.866	28180.566	413260.99	154048.543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34418.848	170686.466	32603.78	169929.193	33342.136	73732.17	30022.933	162920.553	162502.038	35960.629	223400.613	33233.395
id198	lactose 2	29712.333	34240.73	NA	24264.239	25876.803	59823.812	NA	NA	NA	26764.611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
id199	cellobiose 1	96667.696	445803.211	1226291.78	393844.735	57462.891	166641.763	1433651.83	84103.128	NA	181718.234	142612.879	757812.465	1042888.73	166017.136	884335.349	79867.813	132893.945	87945.526	200768.539	488072.666	380392.129	807191.687	57525.646	1286117.46	102336.725	157685.48	1459118.53	1236425.01	212921.816	163061.389	397801.666	1333962.33	125825.797	203540.875	841603.274	484980.796	351764.683	590542.175	246328.856	1410577.78	160395.047	221534.335	137941.018	326225.496	454251.08	80389.691	153469.842	110908.545
id200	trehalose	2133.909	NA	NA	NA	26415.522	58983.692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
id201	Monoolein	NA	176605.095	NA	23089.643	NA	18517.119	NA	12099.241	NA	NA	NA	NA	NA	NA	49581.999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
id202	maltose	108242.56	119921.729	2116756.81	70121.661	125498.417	253310.539	1624097.54	34904.731	1599445.19	93776.964	319545.67	266953.734	1461942.18	1355780.03	2863342.19	468422.242	198442.315	29851.994	329679.944	70185.025	73044.699	98961.531	91953.65	184857.719	136713.55	40627.517	3243666.26	NA	2589142.49	293426.622	128499.878	3415647.71	43142.999	2022867.25	472262.682	492045.885	73331.866	348753.437	215747.13	1372785.3	30503.686	535802.997	66014.543	92706.355	345118.395	37215.169	277940.228	190523.294
id203	Gentiobiose 1	84168.078	111389.558	1479968.41	74335.916	111325.036	126978.703	1955055.77	42061.311	1857686.34	128051.882	NA	408161.332	NA	1067012.15	1998381.47	862401.265	101165.12	47042.615	NA	73375.702	26017.406	15406.844	91493.001	293401.107	124380.159	27665.167	1105026.32	100535.716	1683094.27	105536.253	120481.497	2332686.48	35046.776	1582241.84	1179833.02	248860.122	63119.22	284303.619	315135.642	2097670.56	43286.361	257512.633	88428.833	63407.439	269483.748	32928.076	276912.871	117395.141
id204	maltitol	NA	NA	90757.837	NA	43207.019	8226.103	295784.184	NA	41581.13	NA	26196.007	NA	72246.992	161430.745	243992.922	60465.82	4565.856	NA	13851.023	NA	NA	NA	9006.197	NA	8803.913	NA	56969.611	NA	76059.977	5459.644	NA	159787.153	NA	104856.738	NA	NA	NA	NA	NA	153913.53	NA	9419.377	NA	NA	NA	NA	9929.404	12469.074
id205	Epicatechin	NA	47629.255	NA	49016.915	NA	36697.786	NA	18520.759	NA	49014.786	NA	333337.171	NA	NA	NA	230667.609	23329.41	27602.984	41404.694	52092.695	227838.655	30789.076	34910.318	111605.974	34803.531	47648.635	NA	181281.894	NA	27381.574	46446.93	NA	150437.76	205024.379	81697.595	146506.387	50615.4	314861.078	89487.147	NA	33421.707	54843.758	35412.886	31600.054	184010.086	22044.153	NA	NA
id206	piceatannol 1	NA	NA	532339.027	NA	167405.328	24522.501	394720.797	NA	303673.888	2356.053	24475.826	NA	207927.247	177093.206	366186.142	164414.248	9445.152	NA	24162.308	NA	NA	NA	15525.299	NA	16011.164	NA	221732.754	NA	243798.981	14169.876	NA	188983.353	NA	192817.246	NA	NA	NA	NA	NA	135684.858	NA	29115.151	NA	NA	NA	NA	23219.049	19059.386
id207	estriol	3440929.22	138654.233	5797766.91	118667.918	5475515.54	981204.251	2623103.51	74557.789	6443185.9	91364.185	5501123.89	550198.766	3273547.5	6781331.09	5261002.46	7357159.22	616303.784	132232.233	1627641.3	106040.593	302218.4	353962.419	3917395.96	469435.272	4008971.89	902827.832	8667394.18	722619.259	9158958.69	636820.644	133171.677	9003467.98	484851.395	8603351.11	63554.103	266343.681	129358.542	780060.942	86634.221	4090705.6	334623.367	1370637.62	79929.905	60279.977	266074.505	69740.429	1443715.87	2620812.79
id208	Epigallocatechin	NA	NA	NA	NA	NA	NA	66748.19	NA	189211.484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
id209	Galactinol 1	3244647.16	550424.262	4244231.47	258543.889	3674058.97	1086860.12	3407995.08	1086884.58	5056130.56	452935.03	7372413.89	3717743.49	3003423.89	6798635.08	5298611.73	4595914.6	3923696.57	4780971.62	2645067.26	362513.732	5198149.09	4160984.99	3689931.7	329733.966	4457994.5	2323643.16	8521216.05	643710.07	NA	NA	734233.677	7807442.48	1712865.77	6252726.75	724432.061	2488966.02	406987.211	3260780.9	5101158.6	3712492.78	7951785.29	2246914.72	402007.892	427356.376	6407837.93	1572381.65	1248280.08	4266479.97
id210	Sucrose-6-Phosphate	46929.886	NA	391684.328	NA	47774.369	11031.18	NA	5865.598	25882.84	NA	NA	26582.67	31070.473	NA	NA	158091.674	55327.294	17845.259	25449.924	NA	26952.14	55202.123	59028.075	37958.402	NA	NA	NA	8356.063	83107.82	10468.314	NA	119498.508	79075.738	NA	NA	NA	NA	105101.034	NA	NA	22745.881	NA	NA	NA	NA	NA	NA	NA
id211	Hesperitin 2	262808.033	1205.951	584668.497	NA	299534.957	40625.959	293385.477	4121.523	36339.849	NA	641361.395	NA	384284.351	817699.402	584427.776	NA	184715.67	NA	69558.138	NA	3247.833	NA	129654.782	4753.613	NA	NA	571438.18	NA	297253.409	32609.399	NA	277612.67	6642.456	598519.148	NA	NA	NA	NA	1254.58	67128.41	NA	56515.478	NA	NA	NA	NA	29250.036	50346.971
id212	21-hydroxypregnenolone 2	19576.347	NA	111108.934	NA	41499.265	NA	NA	NA	NA	NA	NA	NA	44880.737	NA	88161.096	NA	34042.938	NA	7916.543	NA	NA	NA	15720.245	NA	NA	NA	NA	NA	36099.788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12301.711	NA	NA	NA	NA	NA	NA	NA	8183.309
id213	Chlorogenic Acid 1	65792.651	NA	22848.209	NA	NA	193079.906	66012.01	NA	NA	NA	NA	NA	69031.208	63115.955	NA	NA	47414.539	NA	NA	NA	NA	NA	NA	NA	NA	NA	12292.515	NA	11225.697	NA	NA	NA	663.639	52172.189	84657.494	NA	NA	NA	NA	28271.46	NA	NA	NA	NA	NA	NA	274379.117	69098.532
id214	alpha-Tocopherol	257463.379	NA	123044.483	NA	NA	22214.444	NA	NA	125597.5	NA	187896.028	NA	70333.264	77625.7	NA	NA	81131.777	NA	32811.632	NA	NA	NA	346236.126	NA	113923.419	NA	NA	NA	411173.596	NA	NA	NA	NA	158870.324	NA	NA	NA	NA	NA	NA	NA	44171.918	NA	NA	NA	NA	35559.222	59966.787
id215	trehalose-6-phosphate	12607712.8	1067137.98	12308392.9	632616.102	22636520.4	848119.761	8494334.92	1505785.38	NA	463768.048	629187.755	10621237.5	2413644.62	NA	NA	23719227	9477783.18	6571104.6	319240.895	766353.016	4923200.72	5958257.26	10513452.5	3439147.65	1054279.22	9877840.27	3668763.78	9454444.8	7019505.45	NA	783892.632	NA	7588007.12	25639407.9	914201.797	4687731.9	680354.744	9005687.64	6900737.91	NA	7449198.13	1723047.71	401657.635	411250.024	5153415.29	6525218.57	1264926.46	NA
id216	5-Dihydrocortisol 2	17444.482	NA	52409.573	NA	NA	1682.678	94748.707	NA	6197.16	NA	NA	NA	89023.586	9520.88	90663.28	37222.601	17653.596	NA	3818.986	NA	NA	NA	12338.903	NA	11626.774	NA	85721.697	NA	58300.895	3021.21	NA	68000.356	NA	55588.479	NA	NA	NA	NA	NA	3523.163	NA	3646.073	NA	NA	NA	NA	NA	15534.104
id217	Zymosterol 2	125441.136	NA	138136.086	NA	NA	NA	32491.842	141503.314	10335.354	44882.784	NA	77962.369	NA	91437.629	190084.419	152253.336	47409.696	188942.368	NA	NA	101732.035	74188.232	73979.747	79760.393	44430.573	100249.589	145783.729	104596.463	43776.872	NA	NA	59574.546	NA	44485.997	89328.623	61023.021	NA	80247.219	88092.807	63884.607	153278.378	NA	13251.692	90901.736	61700.373	100249.688	NA	31126.525
id218	5-alpha-Cholestan-3-one 1	136034.417	NA	212449.24	NA	116992.677	NA	NA	164193.328	97496.083	17254.62	98313.201	44755.988	246559.617	49569.187	NA	116630.489	53506.393	46482.591	9260.573	14695.462	49566.768	48767.141	NA	48369.264	62790.779	129729.162	163211.589	56557.737	NA	NA	NA	NA	NA	159479.599	NA	37787.558	NA	NA	NA	NA	NA	NA	NA	NA	NA	40630.675	NA	NA
id219	Stigmasterol	234355.18	36149.741	68276.745	43087.902	706341.158	28473.093	62246.818	54543.893	409360.03	309813.752	NA	290179.162	44556.302	644482.643	577126.821	684299.532	268677.646	41591.049	63431.711	243029.132	264634.394	206533.852	465359.961	237131.189	508611.88	40329.885	659433.317	342376.587	400863.428	115193.306	57397.451	631220.266	205643.545	297954.976	229508.686	220190.464	22543.986	225653.633	243309.989	245115.737	44042.372	31121.957	224971.767	175248.015	207560.849	820166.911	23527.756	393957.787
id220	Beta-Sitosterol	31589.392	NA	NA	NA	NA	NA	NA	NA	17075.768	NA	9921.267	2937.704	NA	35725.79	39734.354	37623.047	NA	NA	NA	NA	NA	NA	15297.44	NA	17954.271	NA	9513.573	NA	27478.312	NA	NA	38186.264	1321.932	8170.577	NA	NA	NA	NA	NA	13546.38	NA	NA	NA	NA	NA	NA	NA	NA
id221	raffinose	7069850.29	NA	2807406.82	180254.558	NA	1892513.1	8851699.19	97859.205	9942009.96	223620.687	NA	176625.564	7914915.41	4471768.36	13887849.5	12673145.9	5412696.43	49472.822	689384.235	150420.495	NA	NA	NA	63520.68	NA	24669.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2535401.7
id222	lanosterol	NA	NA	NA	NA	195140.546	NA	58209.898	NA	113779.118	NA	NA	NA	144541.216	NA	235659.81	182025.557	NA	NA	NA	NA	16013.327	NA	64772.708	NA	146600.928	NA	213801.644	12235.963	NA	NA	NA	173593.659	NA	NA	NA	NA	NA	5781.175	4700.935	NA	NA	NA	NA	NA	NA	NA	NA	110731.462
id223	Cholestane-3,5,6-triol, (3beta ,5alpha ,6beta)-	7247049.85	268069.179	1506750.6	1614509.95	10170443.8	1697723.63	7236442.5	4103034.86	7691331.78	2935999.56	5823822.99	3391155.12	10538370.5	6954471.31	12280498.7	7854811.04	6894866.47	458632.347	638240.614	1687415.7	2695762.2	2354738.12	3615990.31	4561873.41	5798705.79	3394972.1	6871101.11	4265620.7	8441848.85	1994511.31	222320.6	6872567.39	2812376.51	6944328.68	2270079.07	2499103.49	88843.192	2197878.06	3607800.59	7485196.31	388478.612	292695.386	2618177.93	1331527.87	2190145.2	383095.755	212262.496	10684194.4
id224	1-Kestose	548110.06	15658.584	27078.987	9185.303	175171.542	92841.426	NA	41187.39	92070.488	NA	NA	25601.119	637694.536	82555.518	NA	NA	139653.879	NA	19867.589	75827.914	NA	NA	48581.763	33070.098	NA	NA	126228.874	NA	378366.396	100899.06	NA	175966.794	38506.587	NA	71391.733	NA	NA	NA	NA	115021.375	14515.175	NA	NA	11332.822	18604.631	NA	NA	156291.839
id225	Melezitose	692559.014	NA	282958.086	59081.801	19152.639	55200.668	204202.811	25340.341	186632.514	121766.852	606513.21	41703.955	241609.754	408786.262	16751.905	NA	110987.566	82061.042	NA	86197.452	24108.129	16905.262	344889.896	28555.824	148359.998	39662.541	28858.094	28538.783	NA	111306.722	NA	32990.194	33544.832	708180.026	107387.577	24705.234	10604.697	37342.872	32368.273	173943.127	65440.458	NA	104630.419	95158.234	22079.035	76716.353	10628.022	206496.176
id226	maltotriose 1	18314.007	117458.247	158127.28	138445.166	6965.598	78328.924	139758.534	116891.001	156807.971	488000.556	300190.722	93770.403	169577.06	272022.777	26862.681	322311.023	205787.101	206366.62	20475.401	184482.783	57460.918	37054.805	193002.233	59140.313	213701.078	258535.217	24289.893	114480.959	196294.549	149766.071	NA	NA	120805.815	478386.166	110176.126	99297.208	85686.517	106378.981	NA	107781.982	178827.756	13952.73	250946.515	195703.308	138581.09	283498.685	13832.21	266094.924
