pathway	geneid
ocu00190	100353514
ocu00190	100354167
ocu00190	100354254
ocu00190	100354566
ocu00190	100354603
ocu00190	100355349
ocu00190	100355422
ocu00190	100355529
ocu00190	100355645
ocu00190	100356374
ocu00190	100356563
ocu00190	100356593
ocu00190	100356756
ocu00190	100356833
ocu00190	100357660
ocu00190	100358208
ocu00190	100358239
ocu00190	100358684
ocu00190	100359144
ocu00190	100359318
ocu00190	103346545
ocu00190	103346555
ocu00190	103346740
ocu00190	103348994
ocu00190	103349485
ocu00190	103349801
ocu00190	103350026
ocu00190	103350693
ocu00190	103351064
ocu00190	103352149
ocu00190	108175360
ocu00190	108175479
ocu00190	108175623
ocu00190	108176887
ocu00190	108177262
ocu00190	108178113
ocu00190	808221
ocu00190	808222
ocu00190	808223
ocu00190	808224
ocu00190	808225
ocu00190	808226
ocu00190	808227
ocu00190	808228
ocu00190	808229
ocu00190	808230
ocu00190	808231
ocu00190	808232
ocu00190	808233
ocu00220	100008814
ocu00220	100008833
ocu00220	100008967
ocu00220	100009243
ocu00220	100009498
ocu00220	100303765
ocu00220	100339345
ocu00220	100340431
ocu00220	100343340
ocu00220	100343465
ocu00220	100344479
ocu00220	100347538
ocu00220	100348732
ocu00220	100351029
ocu00220	100352457
ocu00220	100352572
ocu00220	100357937
ocu00220	100359274
ocu00220	103346396
ocu00230	100008676
ocu00230	100008740
ocu00230	100008827
ocu00230	100008902
ocu00230	100008947
ocu00230	100008948
ocu00230	100009155
ocu00230	100009201
ocu00230	100009247
ocu00230	100009266
ocu00230	100009315
ocu00230	100009330
ocu00230	100009517
ocu00230	100037712
ocu00230	100126071
ocu00230	100144327
ocu00230	100328811
ocu00230	100337703
ocu00230	100337711
ocu00230	100337882
ocu00230	100337951
ocu00230	100338188
ocu00230	100338666
ocu00230	100338916
ocu00230	100339399
ocu00230	100339523
ocu00230	100339644
ocu00230	100340105
ocu00230	100340245
ocu00230	100340249
ocu00230	100340672
ocu00230	100340698
ocu00230	100340877
ocu00230	100341054
ocu00230	100341084
ocu00230	100341410
ocu00230	100341520
ocu00230	100341557
ocu00230	100341814
ocu00230	100341885
ocu00230	100341892
ocu00230	100342100
ocu00230	100342256
ocu00230	100342363
ocu00230	100342587
ocu00230	100342665
ocu00230	100342853
ocu00230	100343099
ocu00230	100343183
ocu00230	100343663
ocu00230	100343740
ocu00230	100343821
ocu00230	100343836
ocu00230	100343958
ocu00230	100343988
ocu00230	100344028
ocu00230	100344092
ocu00230	100344095
ocu00230	100344476
ocu00230	100344490
ocu00230	100345066
ocu00230	100345162
ocu00230	100345192
ocu00230	100345399
ocu00230	100345823
ocu00230	100346236
ocu00230	100346237
ocu00230	100346325
ocu00230	100346623
ocu00230	100346742
ocu00230	100346878
ocu00230	100346932
ocu00230	100347155
ocu00230	100347665
ocu00230	100347769
ocu00230	100347918
ocu00230	100348163
ocu00230	100348238
ocu00230	100348589
ocu00230	100348590
ocu00230	100348750
ocu00230	100349851
ocu00230	100349854
ocu00230	100349881
ocu00230	100350069
ocu00230	100350099
ocu00230	100350105
ocu00230	100350174
ocu00230	100351563
ocu00230	100351753
ocu00230	100351884
ocu00230	100352188
ocu00230	100352295
ocu00230	100352319
ocu00230	100352568
ocu00230	100352820
ocu00230	100352903
ocu00230	100353278
ocu00230	100354087
ocu00230	100354123
ocu00230	100354213
ocu00230	100354529
ocu00230	100354625
ocu00230	100354649
ocu00230	100354934
ocu00230	100355019
ocu00230	100355056
ocu00230	100355058
ocu00230	100355082
ocu00230	100355404
ocu00230	100355621
ocu00230	100355797
ocu00230	100355805
ocu00230	100355968
ocu00230	100356016
ocu00230	100356299
ocu00230	100356524
ocu00230	100356535
ocu00230	100356598
ocu00230	100356979
ocu00230	100357217
ocu00230	100357357
ocu00230	100357621
ocu00230	100357904
ocu00230	100533971
ocu00230	100533972
ocu00230	103345619
ocu00230	103346852
ocu00230	103346891
ocu00230	103349645
ocu00230	103352472
ocu00232	100008974
ocu00232	100009266
ocu00232	100144327
ocu00232	100328937
ocu00232	100328959
ocu00240	100009517
ocu00240	100037712
ocu00240	100337711
ocu00240	100339644
ocu00240	100339961
ocu00240	100339994
ocu00240	100340480
ocu00240	100340672
ocu00240	100341410
ocu00240	100341517
ocu00240	100341585
ocu00240	100341806
ocu00240	100341814
ocu00240	100341892
ocu00240	100342139
ocu00240	100342256
ocu00240	100342665
ocu00240	100343183
ocu00240	100345399
ocu00240	100345823
ocu00240	100346219
ocu00240	100346325
ocu00240	100346932
ocu00240	100347408
ocu00240	100347665
ocu00240	100347769
ocu00240	100348023
ocu00240	100348459
ocu00240	100348589
ocu00240	100348784
ocu00240	100349854
ocu00240	100349881
ocu00240	100350174
ocu00240	100351617
ocu00240	100352068
ocu00240	100352236
ocu00240	100352568
ocu00240	100353278
ocu00240	100353324
ocu00240	100353794
ocu00240	100354042
ocu00240	100354213
ocu00240	100354529
ocu00240	100355019
ocu00240	100355797
ocu00240	100356016
ocu00240	100356535
ocu00240	100356889
ocu00240	100356979
ocu00240	100357182
ocu00240	100357276
ocu00240	100357575
ocu00240	100357952
ocu00240	100359019
ocu00240	100359217
ocu00240	100533971
ocu00240	100533972
ocu00240	103345293
ocu00250	100009147
ocu00250	100303765
ocu00250	100337703
ocu00250	100339011
ocu00250	100339345
ocu00250	100339803
ocu00250	100340431
ocu00250	100340867
ocu00250	100343465
ocu00250	100344727
ocu00250	100346729
ocu00250	100346793
ocu00250	100347096
ocu00250	100347538
ocu00250	100348590
ocu00250	100348732
ocu00250	100349410
ocu00250	100350331
ocu00250	100351029
ocu00250	100351836
ocu00250	100352188
ocu00250	100352236
ocu00250	100352336
ocu00250	100352457
ocu00250	100352522
ocu00250	100352572
ocu00250	100353438
ocu00250	100355677
ocu00250	100355864
ocu00250	100355969
ocu00250	100356205
ocu00250	100357989
ocu00250	100358060
ocu00250	100359274
ocu00250	103346396
ocu00250	103347204
ocu00250	103352472
ocu00250	108175775
ocu00260	100008766
ocu00260	100008977
ocu00260	100009096
ocu00260	100009099
ocu00260	100009147
ocu00260	100009239
ocu00260	100009293
ocu00260	100009405
ocu00260	100009476
ocu00260	100009512
ocu00260	100337875
ocu00260	100338260
ocu00260	100338787
ocu00260	100339955
ocu00260	100340207
ocu00260	100342075
ocu00260	100343592
ocu00260	100343694
ocu00260	100344302
ocu00260	100344669
ocu00260	100345273
ocu00260	100345623
ocu00260	100345847
ocu00260	100345929
ocu00260	100346229
ocu00260	100346884
ocu00260	100347792
ocu00260	100348407
ocu00260	100349039
ocu00260	100350567
ocu00260	100350743
ocu00260	100351120
ocu00260	100352195
ocu00260	100352336
ocu00260	100353463
ocu00260	100353494
ocu00260	100355322
ocu00260	100356325
ocu00260	100357007
ocu00260	100357312
ocu00260	100357743
ocu00260	100358789
ocu00260	103345257
ocu00260	103347198
ocu00260	103347553
ocu00260	103350231
ocu00260	103352010
ocu00260	108175835
ocu00270	100008766
ocu00270	100009099
ocu00270	100009106
ocu00270	100009107
ocu00270	100337981
ocu00270	100338328
ocu00270	100338725
ocu00270	100339345
ocu00270	100339456
ocu00270	100339955
ocu00270	100340020
ocu00270	100340431
ocu00270	100341395
ocu00270	100341412
ocu00270	100341614
ocu00270	100341854
ocu00270	100342075
ocu00270	100342383
ocu00270	100342612
ocu00270	100343171
ocu00270	100343458
ocu00270	100343713
ocu00270	100344261
ocu00270	100344428
ocu00270	100344669
ocu00270	100344715
ocu00270	100345201
ocu00270	100345744
ocu00270	100346300
ocu00270	100347222
ocu00270	100348407
ocu00270	100348732
ocu00270	100349561
ocu00270	100349669
ocu00270	100349823
ocu00270	100350475
ocu00270	100351221
ocu00270	100351519
ocu00270	100352174
ocu00270	100352336
ocu00270	100353438
ocu00270	100354729
ocu00270	100354776
ocu00270	100355262
ocu00270	100355677
ocu00270	100356286
ocu00270	100356325
ocu00270	100358077
ocu00270	100358400
ocu00270	100358799
ocu00270	103345712
ocu00270	103346483
ocu00270	103347204
ocu00280	100008601
ocu00280	100337981
ocu00280	100338523
ocu00280	100338744
ocu00280	100338784
ocu00280	100339733
ocu00280	100339794
ocu00280	100339911
ocu00280	100340500
ocu00280	100340508
ocu00280	100340554
ocu00280	100341040
ocu00280	100341106
ocu00280	100341293
ocu00280	100341559
ocu00280	100342235
ocu00280	100342287
ocu00280	100343265
ocu00280	100343479
ocu00280	100343653
ocu00280	100343924
ocu00280	100344302
ocu00280	100344547
ocu00280	100344663
ocu00280	100344837
ocu00280	100345417
ocu00280	100345675
ocu00280	100345929
ocu00280	100346240
ocu00280	100346381
ocu00280	100346987
ocu00280	100347496
ocu00280	100347504
ocu00280	100349628
ocu00280	100350797
ocu00280	100351520
ocu00280	100351868
ocu00280	100352048
ocu00280	100352290
ocu00280	100352336
ocu00280	100352945
ocu00280	100353438
ocu00280	100353682
ocu00280	100354428
ocu00280	100354540
ocu00280	100355022
ocu00280	100355110
ocu00280	100355677
ocu00280	100356813
ocu00280	100357233
ocu00280	100357511
ocu00280	100357836
ocu00280	100357989
ocu00280	100358400
ocu00280	100358789
ocu00280	100359248
ocu00280	103347204
ocu00280	108176743
ocu00290	100337981
ocu00290	100342075
ocu00290	100356325
ocu00290	100358400
ocu00310	100009239
ocu00310	100338220
ocu00310	100338523
ocu00310	100338782
ocu00310	100338784
ocu00310	100338857
ocu00310	100339794
ocu00310	100340017
ocu00310	100340037
ocu00310	100340081
ocu00310	100340500
ocu00310	100340803
ocu00310	100341040
ocu00310	100342335
ocu00310	100343376
ocu00310	100343592
ocu00310	100344249
ocu00310	100344302
ocu00310	100345157
ocu00310	100345929
ocu00310	100346381
ocu00310	100346827
ocu00310	100347516
ocu00310	100347618
ocu00310	100347837
ocu00310	100347860
ocu00310	100347868
ocu00310	100348361
ocu00310	100349628
ocu00310	100350364
ocu00310	100350797
ocu00310	100350859
ocu00310	100351499
ocu00310	100351852
ocu00310	100352070
ocu00310	100352710
ocu00310	100352945
ocu00310	100353483
ocu00310	100353688
ocu00310	100353733
ocu00310	100353840
ocu00310	100354139
ocu00310	100354345
ocu00310	100354540
ocu00310	100354541
ocu00310	100354725
ocu00310	100354805
ocu00310	100355022
ocu00310	100355131
ocu00310	100355185
ocu00310	100355437
ocu00310	100355602
ocu00310	100355877
ocu00310	100355926
ocu00310	100356171
ocu00310	100356735
ocu00310	100357052
ocu00310	100358024
ocu00310	100358789
ocu00310	100358830
ocu00310	100358832
ocu00310	103346432
ocu00310	103347079
ocu00310	103352508
ocu00330	100008814
ocu00330	100008833
ocu00330	100008967
ocu00330	100008977
ocu00330	100009056
ocu00330	100009085
ocu00330	100009243
ocu00330	100009498
ocu00330	100302412
ocu00330	100328683
ocu00330	100338260
ocu00330	100338523
ocu00330	100338784
ocu00330	100339345
ocu00330	100339794
ocu00330	100340020
ocu00330	100340270
ocu00330	100340431
ocu00330	100341614
ocu00330	100341650
ocu00330	100342773
ocu00330	100344262
ocu00330	100344302
ocu00330	100344505
ocu00330	100345035
ocu00330	100345525
ocu00330	100345623
ocu00330	100345937
ocu00330	100346688
ocu00330	100346729
ocu00330	100347103
ocu00330	100347645
ocu00330	100347933
ocu00330	100347984
ocu00330	100348732
ocu00330	100349292
ocu00330	100349628
ocu00330	100349669
ocu00330	100352042
ocu00330	100352530
ocu00330	100352880
ocu00330	100354540
ocu00330	100354740
ocu00330	100354746
ocu00330	100355148
ocu00330	100355439
ocu00330	100356084
ocu00330	100357007
ocu00340	100337947
ocu00340	100338523
ocu00340	100338784
ocu00340	100339794
ocu00340	100344302
ocu00340	100345623
ocu00340	100345937
ocu00340	100347103
ocu00340	100347399
ocu00340	100347984
ocu00340	100349628
ocu00340	100352602
ocu00340	100354540
ocu00340	100355969
ocu00340	100356011
ocu00340	100356213
ocu00340	100357007
ocu00340	100357212
ocu00340	100357471
ocu00340	100357737
ocu00340	103346087
ocu00350	100008601
ocu00350	100008753
ocu00350	100009283
ocu00350	100009307
ocu00350	100327260
ocu00350	100338701
ocu00350	100339345
ocu00350	100340431
ocu00350	100342170
ocu00350	100342562
ocu00350	100343992
ocu00350	100345417
ocu00350	100345521
ocu00350	100345623
ocu00350	100345675
ocu00350	100346229
ocu00350	100347363
ocu00350	100348732
ocu00350	100350127
ocu00350	100353438
ocu00350	100353463
ocu00350	100353923
ocu00350	100354142
ocu00350	100354428
ocu00350	100355492
ocu00350	100355677
ocu00350	100355890
ocu00350	100356011
ocu00350	100356286
ocu00350	100357006
ocu00350	100357007
ocu00350	100358662
ocu00350	103345647
ocu00350	103346087
ocu00350	103346763
ocu00350	103347199
ocu00350	103347204
ocu00360	100338701
ocu00360	100339345
ocu00360	100340431
ocu00360	100345309
ocu00360	100345623
ocu00360	100346229
ocu00360	100347363
ocu00360	100348732
ocu00360	100353150
ocu00360	100353438
ocu00360	100353463
ocu00360	100354678
ocu00360	100355492
ocu00360	100355677
ocu00360	100356011
ocu00360	100356286
ocu00360	100357007
ocu00360	103346087
ocu00360	103347204
ocu00380	100008601
ocu00380	100008695
ocu00380	100009100
ocu00380	100101558
ocu00380	100328613
ocu00380	100328937
ocu00380	100338404
ocu00380	100338523
ocu00380	100338784
ocu00380	100339794
ocu00380	100340017
ocu00380	100340500
ocu00380	100340891
ocu00380	100341040
ocu00380	100343376
ocu00380	100344083
ocu00380	100344302
ocu00380	100344397
ocu00380	100345417
ocu00380	100345623
ocu00380	100345675
ocu00380	100345929
ocu00380	100346381
ocu00380	100347103
ocu00380	100347245
ocu00380	100348763
ocu00380	100349628
ocu00380	100350080
ocu00380	100350797
ocu00380	100351221
ocu00380	100351818
ocu00380	100352837
ocu00380	100352945
ocu00380	100353438
ocu00380	100354428
ocu00380	100354540
ocu00380	100355022
ocu00380	100355492
ocu00380	100355602
ocu00380	100355677
ocu00380	100356735
ocu00380	100357007
ocu00380	100357535
ocu00380	100357946
ocu00380	100358205
ocu00380	100358590
ocu00380	100358789
ocu00380	100358799
ocu00380	103346800
ocu00380	103347204
ocu00400	100339345
ocu00400	100340431
ocu00400	100348732
ocu00400	100353438
ocu00400	100354678
ocu00400	100355677
ocu00400	100356286
ocu00400	103347204
ocu00410	100338228
ocu00410	100338450
ocu00410	100338523
ocu00410	100338784
ocu00410	100339011
ocu00410	100339794
ocu00410	100340480
ocu00410	100341040
ocu00410	100341559
ocu00410	100342287
ocu00410	100344302
ocu00410	100344727
ocu00410	100345937
ocu00410	100346229
ocu00410	100346381
ocu00410	100347645
ocu00410	100347984
ocu00410	100349628
ocu00410	100352290
ocu00410	100353463
ocu00410	100354540
ocu00410	100355022
ocu00410	100355864
ocu00410	100356011
ocu00410	100356889
ocu00410	100357276
ocu00410	100357989
ocu00410	100358180
ocu00410	103346087
ocu00410	103347455
ocu00430	100339011
ocu00430	100340452
ocu00430	100344727
ocu00430	100346442
ocu00430	100348617
ocu00430	100349022
ocu00430	100350133
ocu00430	100350475
ocu00430	100350872
ocu00430	100355612
ocu00430	100355864
ocu00430	100358051
ocu00430	100358180
ocu00430	103351357
ocu00440	100341798
ocu00440	100353056
ocu00440	100353363
ocu00440	100353669
ocu00440	100354509
ocu00450	100008695
ocu00450	100008947
ocu00450	100008948
ocu00450	100338022
ocu00450	100338404
ocu00450	100340261
ocu00450	100341425
ocu00450	100344428
ocu00450	100344522
ocu00450	100348407
ocu00450	100348454
ocu00450	100349983
ocu00450	100351221
ocu00450	100352639
